folder,video_file,video_path,caption
1500 Skin Facial Hair,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1500 Skin Facial Hair/btf_sequence.mp4,"The video clip depicts a close-up view of a textured surface, likely a wall or a piece of fabric. The texture appears to be made up of small, raised bumps or nodules that are evenly distributed across the surface. The bumps are of varying heights and are arranged in a somewhat random pattern. The surface is predominantly light-colored, possibly white or beige, and has a slightly glossy finish, as indicated by the reflections and highlights visible on the bumps. The overall effect is one of a tactile, almost tactile, experience, as"
1110 Damaged Broken Wall V2,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1110 Damaged Broken Wall V2/btf_sequence.mp4,"The video clip depicts a close-up view of a cracked surface, likely a wall or a floor, with a distinctive pattern. The surface is divided into several large, irregularly shaped sections, each with a different texture and color. The sections are primarily white and red, with some areas showing a mix of both colors. The red sections have a pattern that resembles a floral or vine design, with yellow or gold accents. The cracks in the surface are prominent, running through the sections and creating a fragmented appearance. The overall scene gives a sense of decay or damage, with the patterned sections appearing to be peeling or chipping away from"
481 Concrete 085,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/481 Concrete 085/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, likely a wall or a piece of fabric. The texture appears to be rough and uneven, with various bumps and indentations scattered across the surface. The overall color palette is muted, with shades of gray and white dominating the scene. The camera remains stationary throughout the clip, providing a consistent view of the textured surface. The focus is on the tactile quality of the material, inviting the viewer to appreciate the intricate details and variations in the texture."
425 Old Wood,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/425 Old Wood/btf_sequence.mp4,"The video clip depicts a close-up view of a textured surface, likely a piece of wood or a wooden-like material. The surface appears to be rough and uneven, with visible grain patterns and variations in color. The texture is predominantly brown, with darker and lighter shades creating a natural, organic look. The surface seems to be moving or being manipulated, as the perspective changes slightly, giving the impression of a dynamic motion. The overall scene conveys a sense of natural beauty and the tactile quality of the material."
1390 Brickswith Paint,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1390 Brickswith Paint/btf_sequence.mp4,"The video clip depicts a close-up view of a brick wall. The bricks are arranged in a traditional pattern, with visible mortar lines between them. The bricks themselves are a reddish-brown color, and the mortar is a lighter shade of beige. The surface of the bricks appears to be slightly rough, with some small imperfections and variations in color. The overall scene is static, with no movement or action taking place. The focus is solely on the details of the brick wall, providing a detailed view of its construction and appearance."
Marble 014,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Marble 014/btf_sequence.mp4,"The video clip features a close-up view of a surface with a marble-like texture. The overall scene is static, with no movement or action taking place. The focus remains on the texture and reflective properties of the surface."
1694 Pavement Tile1,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1694 Pavement Tile1/btf_sequence.mp4,"The video clip features a close-up view of a textured surface with a geometric pattern. The pattern consists of a series of interconnected circles and squares, creating a repetitive and symmetrical design. The surface has a rough, almost granular texture, giving it a tactile quality. Small, round objects, possibly pebbles or granules, are scattered across the surface, adding to the overall texture and visual interest."
Ground 067 X Snow 009 C,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Ground 067 X Snow 009 C/btf_sequence.mp4,"The video clip depicts a close-up view of a wet, muddy surface. The ground appears to be covered in a mix of dirt, small rocks, and organic debris. There are several puddles of water scattered across the surface, reflecting the sky and some surrounding objects. The water in the puddles is relatively calm, with slight ripples visible. The overall scene suggests a damp, possibly recently rained-on area, with the mud and water creating a textured and uneven surface."
Marble 05,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Marble 05/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, which appears to be a piece of fabric or a similar material. The surface is predominantly white and has a rough, uneven texture. The texture is characterized by numerous small, irregularly shaped indentations and protrusions, creating a somewhat bumpy and uneven appearance. The indentations vary in size and depth, giving the surface a somewhat chaotic and organic look. The overall color of the surface is a uniform white, with no visible patterns or designs. The video does not"
2149 Copper Plates,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/2149 Copper Plates/btf_sequence.mp4,"The surface appears to be made of a rough, possibly concrete or stone material, with visible cracks and irregularities. The overall scene is chaotic and disorienting due to the intense brightness and lack of clear visual information."
Tiles 0038,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Tiles 0038/btf_sequence.mp4,"The video clip features a close-up view of a patterned surface, likely a tiled floor or wall. The pattern consists of a repeating geometric design, with each tile featuring a series of interconnected circles and ovals. The overall design is symmetrical and orderly, creating a sense of uniformity and rhythm. The colors in the pattern are primarily shades of gray and white, with the circles and ovals alternating between these two tones. The surface appears to be slightly worn or aged, with some visible wear marks and minor imperfections."
1778 Fabric Silk,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1778 Fabric Silk/btf_sequence.mp4,"The video clip features a close-up view of a pink fabric, which appears to be a silk or satin material. The fabric is draped in a way that creates smooth, flowing folds and creases, giving it a luxurious and elegant appearance. The background is plain and neutral, allowing the fabric to be the focal point of the video. The overall composition of the clip emphasizes the fabric's texture, color, and the way it moves and drapes."
Plastic002 016,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Plastic002 016/btf_sequence.mp4,"The video clip depicts a close-up view of a textured surface, likely a wall or a piece of fabric. The surface appears to be made of a rough, fibrous material, with visible scratches and imperfections scattered across it."
